instance_id,message_family_id,variant,romanized_message,source_register,domain,intent,speaker_role,recipient_role,authority_relation,relative_age,familiarity,setting,changed_cue_from_A,comparison_ids,primary_register,secondary_register,acceptable_registers,answerability,gold_confidence,reason_codes,english_token_ratio,code_mix_level,spelling_noise_level,authoring_source,human_revision_status,split,dataset_version
F040-B,F040,B,Britti abedon ta puron korte ektu shahajjo dorkar.,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F040-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F040-C,F040,C,Britti abedon ta puron korte ektu shahajjo dorkar.,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F040-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F041-A,F041,A,Porashonar doler alochona ta shondhay rakha jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDY_GROUP_MEMBER,STUDY_GROUP_MEMBER,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F041-B|F041-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F041-B,F041,B,Porashonar doler alochona ta shondhay rakha jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDY_GROUP_MEMBER,STUDY_GROUP_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F041-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F041-C,F041,C,Porashonar doler alochona ta shondhay rakha jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDY_GROUP_MEMBER,STUDY_GROUP_MEMBER,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F041-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F042-A,F042,A,Viva preparation niye ektu kotha bola jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F042-B|F042-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F042-B,F042,B,Viva preparation niye ektu kotha bola jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F042-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F042-C,F042,C,Viva preparation niye ektu kotha bola jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F042-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F043-A,F043,A,Ajker meeting er shomoy ta pichhano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F043-B|F043-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F043-B,F043,B,Ajker meeting er shomoy ta pichhano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F043-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F043-C,F043,C,Ajker meeting er shomoy ta pichhano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F043-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F044-A,F044,A,Invoice ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F044-B|F044-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F044-B,F044,B,Invoice ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F044-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F044-C,F044,C,Invoice ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F044-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F045-A,F045,A,Delivery er obostha ta jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F045-B|F045-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F045-B,F045,B,Delivery er obostha ta jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F045-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F045-C,F045,C,Delivery er obostha ta jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F045-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F046-A,F046,A,Client er motamot ta ekbar janano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F046-B|F046-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F046-B,F046,B,Client er motamot ta ekbar janano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F046-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F046-C,F046,C,Client er motamot ta ekbar janano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F046-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F047-A,F047,A,Budget er hisab ta dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F047-B|F047-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F047-B,F047,B,Budget er hisab ta dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F047-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F047-C,F047,C,Budget er hisab ta dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F047-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F048-A,F048,A,Shift poriborton er bishoyta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F048-B|F048-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F048-B,F048,B,Shift poriborton er bishoyta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,STAFF_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F048-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F048-C,F048,C,Shift poriborton er bishoyta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F048-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F049-A,F049,A,Chhutir abedon ta ajke deya jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F049-B|F049-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F049-B,F049,B,Chhutir abedon ta ajke deya jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F049-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F049-C,F049,C,Chhutir abedon ta ajke deya jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F049-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F050-A,F050,A,Stock er report ta kokhon pawa jabe?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F050-B|F050-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F050-B,F050,B,Stock er report ta kokhon pawa jabe?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F050-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F050-C,F050,C,Stock er report ta kokhon pawa jabe?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F050-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F051-A,F051,A,Training er link ta abar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,TRAINING_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F051-B|F051-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F051-B,F051,B,Training er link ta abar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,TRAINING_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F051-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F051-C,F051,C,Training er link ta abar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,TRAINING_CONTACT,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F051-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F052-A,F052,A,Order ta nishchit hoyeche ki?,UNCLEAR,PROFESSIONAL,CONFIRMATION,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F052-B|F052-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F052-B,F052,B,Order ta nishchit hoyeche ki?,UNCLEAR,PROFESSIONAL,CONFIRMATION,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F052-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F052-C,F052,C,Order ta nishchit hoyeche ki?,UNCLEAR,PROFESSIONAL,CONFIRMATION,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F052-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.2,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F053-A,F053,A,Payment er obostha ta ektu jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F053-B|F053-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F053-B,F053,B,Payment er obostha ta ektu jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F053-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F053-C,F053,C,Payment er obostha ta ektu jana dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F053-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F054-A,F054,A,Office er chabi ta kothay rakha ache?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F054-B|F054-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F054-B,F054,B,Office er chabi ta kothay rakha ache?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F054-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F054-C,F054,C,Office er chabi ta kothay rakha ache?,UNCLEAR,PROFESSIONAL,QUESTION,STAFF_MEMBER,STAFF_MEMBER,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F054-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F055-A,F055,A,Kajer priority ta ekbar thik kora jabe?,UNCLEAR,PROFESSIONAL,SUGGESTION,TEAM_MEMBER,TEAM_MEMBER,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F055-B|F055-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F055-B,F055,B,Kajer priority ta ekbar thik kora jabe?,UNCLEAR,PROFESSIONAL,SUGGESTION,TEAM_MEMBER,TEAM_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F055-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F055-C,F055,C,Kajer priority ta ekbar thik kora jabe?,UNCLEAR,PROFESSIONAL,SUGGESTION,TEAM_MEMBER,TEAM_MEMBER,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F055-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F056-A,F056,A,Deadline ta dui din barano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F056-B|F056-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F056-B,F056,B,Deadline ta dui din barano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F056-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F056-C,F056,C,Deadline ta dui din barano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F056-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F057-A,F057,A,Machine ta kokhon porikkha kora hobe?,UNCLEAR,PROFESSIONAL,QUESTION,PRODUCTION_STAFF,WORKPLACE_CONTACT,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F057-B|F057-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F057-B,F057,B,Machine ta kokhon porikkha kora hobe?,UNCLEAR,PROFESSIONAL,QUESTION,PRODUCTION_STAFF,WORKPLACE_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F057-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F057-C,F057,C,Machine ta kokhon porikkha kora hobe?,UNCLEAR,PROFESSIONAL,QUESTION,PRODUCTION_STAFF,WORKPLACE_CONTACT,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F057-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F058-A,F058,A,Man niyontroner report ta ekbar dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,QUALITY_STAFF,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F058-B|F058-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F058-B,F058,B,Man niyontroner report ta ekbar dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,QUALITY_STAFF,WORKPLACE_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F058-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F058-C,F058,C,Man niyontroner report ta ekbar dekha dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,QUALITY_STAFF,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F058-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F059-A,F059,A,Supplier er jogajoger tothyo ta dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F059-B|F059-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F059-B,F059,B,Supplier er jogajoger tothyo ta dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F059-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F059-C,F059,C,Supplier er jogajoger tothyo ta dorkar.,UNCLEAR,PROFESSIONAL,REQUEST,EMPLOYEE,WORKPLACE_CONTACT,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F059-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F060-A,F060,A,Shipment er kagojgulo ajke pawa jabe?,UNCLEAR,PROFESSIONAL,REQUEST,LOGISTICS_STAFF,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F060-B|F060-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
